"id","X","tag_plate","location","value","PID","timepoint","PID_timepoint","empty_well"
"Plate_8_C6",714,"Plate_8","C6","61289_003_C1_D1_C6","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_C7",722,"Plate_8","C7","61213_011_C1_D8_C5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C8",730,"Plate_8","C8","61213_011_C1_D8_C6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C9",738,"Plate_8","C9","61213_011_C1_D8_C7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_D10",747,"Plate_8","D10","61213_011_C1_D8_D8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_D11",755,"Plate_8","D11","61213_011_C1_D8_D9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_D12",NA,NA,NA,NA,NA,NA,NA,FALSE
"Plate_8_D1",675,"Plate_8","D1","61289_003_C1_D1_D1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_D2",683,"Plate_8","D2","61289_003_C1_D1_D2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_D3",691,"Plate_8","D3","61289_003_C1_D1_D3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_D4",699,"Plate_8","D4","61289_003_C1_D1_D4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_D5",707,"Plate_8","D5","61289_003_C1_D1_D5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_D6",715,"Plate_8","D6","61289_003_C1_D1_D6","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_D7",723,"Plate_8","D7","61213_011_C1_D8_D5","61213_011","C1_D8","61213_011_C1_D8",TRUE
"Plate_8_D8",731,"Plate_8","D8","61213_011_C1_D8_D6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_D9",739,"Plate_8","D9","61213_011_C1_D8_D7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_E10",748,"Plate_8","E10","61213_011_C1_D8_E8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_E11",756,"Plate_8","E11","61213_011_C1_D8_E9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_E1",676,"Plate_8","E1","61289_003_C1_D1_E1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_E2",684,"Plate_8","E2","61289_003_C1_D1_E2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_E3",692,"Plate_8","E3","61289_003_C1_D1_E3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_E4",700,"Plate_8","E4","61289_003_C1_D1_E4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_E5",708,"Plate_8","E5","61289_003_C1_D1_E5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_E6",716,"Plate_8","E6","61289_003_C1_D1_E6","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_E7",724,"Plate_8","E7","61213_011_C1_D8_E5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_E8",732,"Plate_8","E8","61213_011_C1_D8_E6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_E9",740,"Plate_8","E9","61213_011_C1_D8_E7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_F10",749,"Plate_8","F10","61213_011_C1_D8_F8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_F11",757,"Plate_8","F11","61213_011_C1_D8_F9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_F1",677,"Plate_8","F1","61289_003_C1_D1_F1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F2",685,"Plate_8","F2","61289_003_C1_D1_F2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F3",693,"Plate_8","F3","61289_003_C1_D1_F3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F4",701,"Plate_8","F4","61289_003_C1_D1_F4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F5",709,"Plate_8","F5","61289_003_C1_D1_F5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F6",717,"Plate_8","F6","61289_003_C1_D1_F6","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_F7",725,"Plate_8","F7","61213_011_C1_D8_F5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_F8",733,"Plate_8","F8","61213_011_C1_D8_F6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_F9",741,"Plate_8","F9","61213_011_C1_D8_F7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_G10",750,"Plate_8","G10","61213_011_C1_D8_G8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_G11",758,"Plate_8","G11","61213_011_C1_D8_G9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_G1",678,"Plate_8","G1","61289_003_C1_D1_G1","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_G2",686,"Plate_8","G2","61289_003_C1_D1_G2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_G3",694,"Plate_8","G3","61289_003_C1_D1_G3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_G4",702,"Plate_8","G4","61289_003_C1_D1_G4","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_G5",710,"Plate_8","G5","61289_003_C1_D1_G5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_G6",718,"Plate_8","G6","61289_003_C1_D1_G6","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_G7",726,"Plate_8","G7","61213_011_C1_D8_G5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_G8",734,"Plate_8","G8","61213_011_C1_D8_G6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_G9",742,"Plate_8","G9","61213_011_C1_D8_G7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_H10",751,"Plate_8","H10","61213_011_C1_D8_H8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_H11",759,"Plate_8","H11","61213_011_C1_D8_H9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_H1",679,"Plate_8","H1","61289_003_C1_D1_H1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H2",687,"Plate_8","H2","61289_003_C1_D1_H2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H3",695,"Plate_8","H3","61289_003_C1_D1_H3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H4",703,"Plate_8","H4","61289_003_C1_D1_H4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H5",711,"Plate_8","H5","61289_003_C1_D1_H5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H6",719,"Plate_8","H6","61289_003_C1_D1_H6","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_H7",727,"Plate_8","H7","61213_011_C1_D8_H5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_H8",735,"Plate_8","H8","61213_011_C1_D8_H6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_H9",743,"Plate_8","H9","61213_011_C1_D8_H7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_9_A1",768,"Plate_9","A1","2024_01_17_61289_003_C7_D1_A1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_A2",776,"Plate_9","A2","2024_01_17_61289_003_C7_D1_A2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_A3",784,"Plate_9","A3","2024_01_22_61289_003_C7_D1_A1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_A4",792,"Plate_9","A4","2024_01_22_61289_003_C7_D1_A2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_A5",800,"Plate_9","A5","HSA2019_A1","HSA2019","HSA","HSA2019",FALSE
"Plate_9_A6",808,"Plate_9","A6","HSA2019_A9","HSA2019","HSA","HSA2019",FALSE
"Plate_9_A7",816,"Plate_9","A7","HSA2019_B10","HSA2019","HSA","HSA2019",FALSE
"Plate_9_B1",769,"Plate_9","B1","2024_01_17_61289_003_C7_D1_B1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_B2",777,"Plate_9","B2","2024_01_17_61289_003_C7_D1_B2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_B3",785,"Plate_9","B3","2024_01_22_61289_003_C7_D1_B1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_B4",793,"Plate_9","B4","2024_01_22_61289_003_C7_D1_B2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_B5",801,"Plate_9","B5","HSA2019_A2","HSA2019","HSA","HSA2019",FALSE
"Plate_9_B6",809,"Plate_9","B6","HSA2019_A10","HSA2019","HSA","HSA2019",FALSE
"Plate_9_B7",817,"Plate_9","B7","HSA2019_B11","HSA2019","HSA","HSA2019",FALSE
"Plate_9_C1",770,"Plate_9","C1","2024_01_17_61289_003_C7_D1_C1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_C2",778,"Plate_9","C2","2024_01_17_61289_003_C7_D1_C2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_C3",786,"Plate_9","C3","2024_01_22_61289_003_C7_D1_C1","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_C4",794,"Plate_9","C4","2024_01_22_61289_003_C7_D1_C2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_C5",802,"Plate_9","C5","HSA2019_A3","HSA2019","HSA","HSA2019",FALSE
"Plate_9_C6",810,"Plate_9","C6","HSA2019_A11","HSA2019","HSA","HSA2019",FALSE
"Plate_9_C7",818,"Plate_9","C7","HSA2019_B12","HSA2019","HSA","HSA2019",FALSE
"Plate_9_D1",771,"Plate_9","D1","2024_01_17_61289_003_C7_D1_D1","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_D2",779,"Plate_9","D2","2024_01_17_61289_003_C7_D1_D2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_D3",787,"Plate_9","D3","2024_01_22_61289_003_C7_D1_D1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_D4",795,"Plate_9","D4","2024_01_22_61289_003_C7_D1_D2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_D5",803,"Plate_9","D5","HSA2019_A4","HSA2019","HSA","HSA2019",FALSE
"Plate_9_D6",811,"Plate_9","D6","HSA2019_A12","HSA2019","HSA","HSA2019",FALSE
"Plate_9_E1",772,"Plate_9","E1","2024_01_17_61289_003_C7_D1_E1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_E2",780,"Plate_9","E2","2024_01_17_61289_003_C7_D1_E2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_E3",788,"Plate_9","E3","2024_01_22_61289_003_C7_D1_E1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_E4",796,"Plate_9","E4","2024_01_22_61289_003_C7_D1_E2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_E5",804,"Plate_9","E5","HSA2019_A5","HSA2019","HSA","HSA2019",FALSE
"Plate_9_E6",812,"Plate_9","E6","HSA2019_B6","HSA2019","HSA","HSA2019",TRUE
"Plate_9_F1",773,"Plate_9","F1","2024_01_17_61289_003_C7_D1_F1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_F2",781,"Plate_9","F2","2024_01_17_61289_003_C7_D1_F2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_F3",789,"Plate_9","F3","2024_01_22_61289_003_C7_D1_F1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_F4",797,"Plate_9","F4","2024_01_22_61289_003_C7_D1_F2","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_9_F5",805,"Plate_9","F5","HSA2019_A6","HSA2019","HSA","HSA2019",FALSE
"Plate_9_F6",813,"Plate_9","F6","HSA2019_B7","HSA2019","HSA","HSA2019",TRUE
"Plate_9_G1",774,"Plate_9","G1","2024_01_17_61289_003_C7_D1_G1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_G2",782,"Plate_9","G2","2024_01_17_61289_003_C7_D1_G2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_G3",790,"Plate_9","G3","2024_01_22_61289_003_C7_D1_G1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_G4",798,"Plate_9","G4","2024_01_22_61289_003_C7_D1_G2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_G5",806,"Plate_9","G5","HSA2019_A7","HSA2019","HSA","HSA2019",FALSE
"Plate_9_G6",814,"Plate_9","G6","HSA2019_B8","HSA2019","HSA","HSA2019",FALSE
"Plate_9_H1",775,"Plate_9","H1","2024_01_17_61289_003_C7_D1_H1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_H2",783,"Plate_9","H2","2024_01_17_61289_003_C7_D1_H2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_H3",791,"Plate_9","H3","2024_01_22_61289_003_C7_D1_H1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_H4",799,"Plate_9","H4","2024_01_22_61289_003_C7_D1_H2","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_9_H5",807,"Plate_9","H5","HSA2019_A8","HSA2019","HSA","HSA2019",FALSE
"Plate_9_H6",815,"Plate_9","H6","HSA2019_B9","HSA2019","HSA","HSA2019",FALSE
