Sample	Unique Reads	Duplicate Reads
qc | fastqc-novaseq | Plate_3_D3_22NG7YLT3_S164_L008_R2_001	4266.0	2499.0
qc | fastqc-novaseq | Plate_3_D4_22NG7YLT3_S236_L008_R1_001	313700.0	128944.0
qc | fastqc-novaseq | Plate_3_D4_22NG7YLT3_S236_L008_R2_001	318545.0	124099.0
qc | fastqc-novaseq | Plate_3_D5_22NG7YLT3_S308_L008_R1_001	12036.0	6365.0
qc | fastqc-novaseq | Plate_3_D5_22NG7YLT3_S308_L008_R2_001	13020.0	5381.0
qc | fastqc-novaseq | Plate_3_D6_22NG7YLT3_S380_L008_R1_001	171254.0	414485.0
qc | fastqc-novaseq | Plate_3_D6_22NG7YLT3_S380_L008_R2_001	163360.0	422379.0
qc | fastqc-novaseq | Plate_3_D7_22NG7YLT3_S452_L008_R1_001	68464.0	48096.0
qc | fastqc-novaseq | Plate_3_D7_22NG7YLT3_S452_L008_R2_001	72942.0	43618.0
qc | fastqc-novaseq | Plate_3_D8_22NG7YLT3_S519_L008_R1_001	67214.0	68733.0
qc | fastqc-novaseq | Plate_3_D8_22NG7YLT3_S519_L008_R2_001	74386.0	61561.0
qc | fastqc-novaseq | Plate_3_D9_22NG7YLT3_S583_L008_R1_001	136169.0	209243.0
qc | fastqc-novaseq | Plate_3_D9_22NG7YLT3_S583_L008_R2_001	128551.0	216861.0
qc | fastqc-novaseq | Plate_3_E10_22NG7YLT3_S648_L008_R1_001	82701.0	137556.0
qc | fastqc-novaseq | Plate_3_E10_22NG7YLT3_S648_L008_R2_001	77770.0	142487.0
qc | fastqc-novaseq | Plate_3_E11_22NG7YLT3_S712_L008_R1_001	66116.0	129995.0
qc | fastqc-novaseq | Plate_3_E11_22NG7YLT3_S712_L008_R2_001	69362.0	126749.0
qc | fastqc-novaseq | Plate_3_E12_22NG7YLT3_S776_L008_R1_001	102705.0	166502.0
qc | fastqc-novaseq | Plate_3_E12_22NG7YLT3_S776_L008_R2_001	99057.0	170150.0
qc | fastqc-novaseq | Plate_3_E1_22NG7YLT3_S21_L008_R1_001	98607.0	157930.0
qc | fastqc-novaseq | Plate_3_E1_22NG7YLT3_S21_L008_R2_001	101730.0	154807.0
qc | fastqc-novaseq | Plate_3_E2_22NG7YLT3_S93_L008_R1_001	64799.0	73527.0
qc | fastqc-novaseq | Plate_3_E2_22NG7YLT3_S93_L008_R2_001	63927.0	74399.0
qc | fastqc-novaseq | Plate_3_E3_22NG7YLT3_S165_L008_R1_001	97569.0	155233.0
qc | fastqc-novaseq | Plate_3_E3_22NG7YLT3_S165_L008_R2_001	98294.0	154508.0
qc | fastqc-novaseq | Plate_3_E4_22NG7YLT3_S237_L008_R1_001	108467.0	210724.0
qc | fastqc-novaseq | Plate_3_E4_22NG7YLT3_S237_L008_R2_001	111048.0	208143.0
qc | fastqc-novaseq | Plate_3_E5_22NG7YLT3_S309_L008_R1_001	102009.0	137583.0
qc | fastqc-novaseq | Plate_3_E5_22NG7YLT3_S309_L008_R2_001	92559.0	147033.0
qc | fastqc-novaseq | Plate_3_E6_22NG7YLT3_S381_L008_R1_001	107567.0	175134.0
qc | fastqc-novaseq | Plate_3_E6_22NG7YLT3_S381_L008_R2_001	103996.0	178705.0
qc | fastqc-novaseq | Plate_3_E7_22NG7YLT3_S453_L008_R1_001	81027.0	151157.0
qc | fastqc-novaseq | Plate_3_E7_22NG7YLT3_S453_L008_R2_001	69509.0	162675.0
qc | fastqc-novaseq | Plate_3_E8_22NG7YLT3_S520_L008_R1_001	77716.0	59616.0
qc | fastqc-novaseq | Plate_3_E8_22NG7YLT3_S520_L008_R2_001	71651.0	65681.0
qc | fastqc-novaseq | Plate_3_E9_22NG7YLT3_S584_L008_R1_001	61306.0	106574.0
qc | fastqc-novaseq | Plate_3_E9_22NG7YLT3_S584_L008_R2_001	61922.0	105958.0
qc | fastqc-novaseq | Plate_3_F10_22NG7YLT3_S649_L008_R1_001	67573.0	113478.0
qc | fastqc-novaseq | Plate_3_F10_22NG7YLT3_S649_L008_R2_001	65271.0	115780.0
qc | fastqc-novaseq | Plate_3_F11_22NG7YLT3_S713_L008_R1_001	101345.0	233041.0
qc | fastqc-novaseq | Plate_3_F11_22NG7YLT3_S713_L008_R2_001	99009.0	235377.0
qc | fastqc-novaseq | Plate_3_F12_22NG7YLT3_S777_L008_R1_001	120073.0	278760.0
qc | fastqc-novaseq | Plate_3_F12_22NG7YLT3_S777_L008_R2_001	102443.0	296390.0
qc | fastqc-novaseq | Plate_3_F1_22NG7YLT3_S22_L008_R1_001	101747.0	283170.0
qc | fastqc-novaseq | Plate_3_F1_22NG7YLT3_S22_L008_R2_001	104562.0	280355.0
qc | fastqc-novaseq | Plate_3_F2_22NG7YLT3_S94_L008_R1_001	66514.0	103623.0
qc | fastqc-novaseq | Plate_3_F2_22NG7YLT3_S94_L008_R2_001	69662.0	100475.0
qc | fastqc-novaseq | Plate_3_F3_22NG7YLT3_S166_L008_R1_001	90864.0	230825.0
qc | fastqc-novaseq | Plate_3_F3_22NG7YLT3_S166_L008_R2_001	94842.0	226847.0
qc | fastqc-novaseq | Plate_3_F4_22NG7YLT3_S238_L008_R1_001	141444.0	299462.0
qc | fastqc-novaseq | Plate_3_F4_22NG7YLT3_S238_L008_R2_001	159177.0	281729.0
qc | fastqc-novaseq | Plate_3_F5_22NG7YLT3_S310_L008_R1_001	101952.0	222090.0
qc | fastqc-novaseq | Plate_3_F5_22NG7YLT3_S310_L008_R2_001	104335.0	219707.0
qc | fastqc-novaseq | Plate_3_F6_22NG7YLT3_S382_L008_R1_001	162561.0	325224.0
qc | fastqc-novaseq | Plate_3_F6_22NG7YLT3_S382_L008_R2_001	164450.0	323335.0
qc | fastqc-novaseq | Plate_3_F7_22NG7YLT3_S454_L008_R1_001	48336.0	73165.0
qc | fastqc-novaseq | Plate_3_F7_22NG7YLT3_S454_L008_R2_001	54558.0	66943.0
qc | fastqc-novaseq | Plate_3_F8_22NG7YLT3_S521_L008_R1_001	69645.0	63838.0
qc | fastqc-novaseq | Plate_3_F8_22NG7YLT3_S521_L008_R2_001	74817.0	58666.0
qc | fastqc-novaseq | Plate_3_F9_22NG7YLT3_S585_L008_R1_001	101593.0	178240.0
qc | fastqc-novaseq | Plate_3_F9_22NG7YLT3_S585_L008_R2_001	106853.0	172980.0
qc | fastqc-novaseq | Plate_3_G10_22NG7YLT3_S650_L008_R1_001	89134.0	140933.0
qc | fastqc-novaseq | Plate_3_G10_22NG7YLT3_S650_L008_R2_001	83157.0	146910.0
qc | fastqc-novaseq | Plate_3_G11_22NG7YLT3_S714_L008_R1_001	100974.0	243508.0
qc | fastqc-novaseq | Plate_3_G11_22NG7YLT3_S714_L008_R2_001	99391.0	245091.0
qc | fastqc-novaseq | Plate_3_G12_22NG7YLT3_S778_L008_R1_001	103393.0	294946.0
qc | fastqc-novaseq | Plate_3_G12_22NG7YLT3_S778_L008_R2_001	102149.0	296190.0
qc | fastqc-novaseq | Plate_3_G1_22NG7YLT3_S23_L008_R1_001	124638.0	319085.0
qc | fastqc-novaseq | Plate_3_G1_22NG7YLT3_S23_L008_R2_001	144201.0	299522.0
qc | fastqc-novaseq | Plate_3_G2_22NG7YLT3_S95_L008_R1_001	70782.0	109367.0
qc | fastqc-novaseq | Plate_3_G2_22NG7YLT3_S95_L008_R2_001	73698.0	106451.0
qc | fastqc-novaseq | Plate_3_G3_22NG7YLT3_S167_L008_R1_001	159038.0	322599.0
qc | fastqc-novaseq | Plate_3_G3_22NG7YLT3_S167_L008_R2_001	157223.0	324414.0
qc | fastqc-novaseq | Plate_3_G4_22NG7YLT3_S239_L008_R1_001	141480.0	227949.0
qc | fastqc-novaseq | Plate_3_G4_22NG7YLT3_S239_L008_R2_001	127019.0	242410.0
qc | fastqc-novaseq | Plate_3_G5_22NG7YLT3_S311_L008_R1_001	108498.0	192968.0
qc | fastqc-novaseq | Plate_3_G5_22NG7YLT3_S311_L008_R2_001	108492.0	192974.0
qc | fastqc-novaseq | Plate_3_G6_22NG7YLT3_S383_L008_R1_001	162278.0	270975.0
qc | fastqc-novaseq | Plate_3_G6_22NG7YLT3_S383_L008_R2_001	184979.0	248274.0
qc | fastqc-novaseq | Plate_3_G7_22NG7YLT3_S455_L008_R1_001	62801.0	57173.0
qc | fastqc-novaseq | Plate_3_G7_22NG7YLT3_S455_L008_R2_001	66380.0	53594.0
qc | fastqc-novaseq | Plate_3_G8_22NG7YLT3_S522_L008_R1_001	73848.0	56711.0
qc | fastqc-novaseq | Plate_3_G8_22NG7YLT3_S522_L008_R2_001	76321.0	54238.0
qc | fastqc-novaseq | Plate_3_G9_22NG7YLT3_S586_L008_R1_001	103221.0	255239.0
qc | fastqc-novaseq | Plate_3_G9_22NG7YLT3_S586_L008_R2_001	104056.0	254404.0
qc | fastqc-novaseq | Plate_3_H10_22NG7YLT3_S651_L008_R1_001	88913.0	190616.0
qc | fastqc-novaseq | Plate_3_H10_22NG7YLT3_S651_L008_R2_001	81323.0	198206.0
qc | fastqc-novaseq | Plate_3_H11_22NG7YLT3_S715_L008_R1_001	143246.0	335319.0
qc | fastqc-novaseq | Plate_3_H11_22NG7YLT3_S715_L008_R2_001	103346.0	375219.0
qc | fastqc-novaseq | Plate_3_H12_22NG7YLT3_S779_L008_R1_001	129395.0	382732.0
qc | fastqc-novaseq | Plate_3_H12_22NG7YLT3_S779_L008_R2_001	102338.0	409789.0
qc | fastqc-novaseq | Plate_3_H1_22NG7YLT3_S24_L008_R1_001	84203.0	226378.0
qc | fastqc-novaseq | Plate_3_H1_22NG7YLT3_S24_L008_R2_001	78368.0	232213.0
qc | fastqc-novaseq | Plate_3_H2_22NG7YLT3_S96_L008_R1_001	63694.0	75274.0
qc | fastqc-novaseq | Plate_3_H2_22NG7YLT3_S96_L008_R2_001	57036.0	81932.0
qc | fastqc-novaseq | Plate_3_H3_22NG7YLT3_S168_L008_R1_001	103295.0	220777.0
qc | fastqc-novaseq | Plate_3_H3_22NG7YLT3_S168_L008_R2_001	96565.0	227507.0
qc | fastqc-novaseq | Plate_3_H4_22NG7YLT3_S240_L008_R1_001	90764.0	252435.0
qc | fastqc-novaseq | Plate_3_H4_22NG7YLT3_S240_L008_R2_001	95139.0	248060.0
qc | fastqc-novaseq | Plate_3_H5_22NG7YLT3_S312_L008_R1_001	73728.0	118482.0
qc | fastqc-novaseq | Plate_3_H5_22NG7YLT3_S312_L008_R2_001	72312.0	119898.0
qc | fastqc-novaseq | Plate_3_H6_22NG7YLT3_S384_L008_R1_001	142031.0	283786.0
qc | fastqc-novaseq | Plate_3_H6_22NG7YLT3_S384_L008_R2_001	139397.0	286420.0
qc | fastqc-novaseq | Plate_3_H7_22NG7YLT3_S456_L008_R1_001	32223.0	34430.0
qc | fastqc-novaseq | Plate_3_H7_22NG7YLT3_S456_L008_R2_001	33275.0	33378.0
qc | fastqc-novaseq | Plate_3_H8_22NG7YLT3_S523_L008_R1_001	69340.0	88292.0
qc | fastqc-novaseq | Plate_3_H8_22NG7YLT3_S523_L008_R2_001	64447.0	93185.0
qc | fastqc-novaseq | Plate_3_H9_22NG7YLT3_S587_L008_R1_001	103834.0	308590.0
qc | fastqc-novaseq | Plate_3_H9_22NG7YLT3_S587_L008_R2_001	97307.0	315117.0
qc | fastqc-novaseq | Plate_4_A10_22NG7YLT3_S652_L008_R1_001	3142.0	1952.0
qc | fastqc-novaseq | Plate_4_A10_22NG7YLT3_S652_L008_R2_001	3159.0	1935.0
qc | fastqc-novaseq | Plate_4_A11_22NG7YLT3_S716_L008_R1_001	7222.0	12128.0
qc | fastqc-novaseq | Plate_4_A11_22NG7YLT3_S716_L008_R2_001	7429.0	11921.0
qc | fastqc-novaseq | Plate_4_A12_22NG7YLT3_S780_L008_R1_001	5382.0	3732.0
qc | fastqc-novaseq | Plate_4_A12_22NG7YLT3_S780_L008_R2_001	5352.0	3762.0
qc | fastqc-novaseq | Plate_4_A1_22NG7YLT3_S25_L008_R1_001	351847.0	441923.0
qc | fastqc-novaseq | Plate_4_A1_22NG7YLT3_S25_L008_R2_001	442551.0	351219.0
qc | fastqc-novaseq | Plate_4_A2_22NG7YLT3_S97_L008_R1_001	2417.0	1211.0
qc | fastqc-novaseq | Plate_4_A2_22NG7YLT3_S97_L008_R2_001	2432.0	1196.0
qc | fastqc-novaseq | Plate_4_A3_22NG7YLT3_S169_L008_R1_001	4434.0	3465.0
qc | fastqc-novaseq | Plate_4_A3_22NG7YLT3_S169_L008_R2_001	4444.0	3455.0
qc | fastqc-novaseq | Plate_4_A4_22NG7YLT3_S241_L008_R1_001	198785.0	455111.0
qc | fastqc-novaseq | Plate_4_A4_22NG7YLT3_S241_L008_R2_001	295910.0	357986.0
qc | fastqc-novaseq | Plate_4_A5_22NG7YLT3_S313_L008_R1_001	3369.0	2367.0
qc | fastqc-novaseq | Plate_4_A5_22NG7YLT3_S313_L008_R2_001	3382.0	2354.0
qc | fastqc-novaseq | Plate_4_A6_22NG7YLT3_S385_L008_R1_001	4885.0	3469.0
qc | fastqc-novaseq | Plate_4_A6_22NG7YLT3_S385_L008_R2_001	4900.0	3454.0
qc | fastqc-novaseq | Plate_4_A7_22NG7YLT3_S457_L008_R1_001	55790.0	61897.0
qc | fastqc-novaseq | Plate_4_A7_22NG7YLT3_S457_L008_R2_001	63819.0	53868.0
qc | fastqc-novaseq | Plate_4_A8_22NG7YLT3_S524_L008_R1_001	2140.0	833.0
qc | fastqc-novaseq | Plate_4_A8_22NG7YLT3_S524_L008_R2_001	2110.0	863.0
qc | fastqc-novaseq | Plate_4_A9_22NG7YLT3_S588_L008_R1_001	3684.0	2477.0
qc | fastqc-novaseq | Plate_4_A9_22NG7YLT3_S588_L008_R2_001	3674.0	2487.0
qc | fastqc-novaseq | Plate_4_B10_22NG7YLT3_S653_L008_R1_001	53197.0	114026.0
qc | fastqc-novaseq | Plate_4_B10_22NG7YLT3_S653_L008_R2_001	59633.0	107590.0
qc | fastqc-novaseq | Plate_4_B11_22NG7YLT3_S717_L008_R1_001	174399.0	396624.0
qc | fastqc-novaseq | Plate_4_B11_22NG7YLT3_S717_L008_R2_001	237348.0	333675.0
qc | fastqc-novaseq | Plate_4_B12_22NG7YLT3_S781_L008_R1_001	426350.0	286758.0
qc | fastqc-novaseq | Plate_4_B12_22NG7YLT3_S781_L008_R2_001	438178.0	274930.0
qc | fastqc-novaseq | Plate_4_B1_22NG7YLT3_S26_L008_R1_001	231033.0	379665.0
qc | fastqc-novaseq | Plate_4_B1_22NG7YLT3_S26_L008_R2_001	286663.0	324035.0
qc | fastqc-novaseq | Plate_4_B2_22NG7YLT3_S98_L008_R1_001	83681.0	15658.0
qc | fastqc-novaseq | Plate_4_B2_22NG7YLT3_S98_L008_R2_001	82863.0	16476.0
qc | fastqc-novaseq | Plate_4_B3_22NG7YLT3_S170_L008_R1_001	180436.0	205113.0
qc | fastqc-novaseq | Plate_4_B3_22NG7YLT3_S170_L008_R2_001	201985.0	183564.0
qc | fastqc-novaseq | Plate_4_B4_22NG7YLT3_S242_L008_R1_001	316615.0	170574.0
qc | fastqc-novaseq | Plate_4_B4_22NG7YLT3_S242_L008_R2_001	318947.0	168242.0
qc | fastqc-novaseq | Plate_4_B5_22NG7YLT3_S314_L008_R1_001	103561.0	209761.0
qc | fastqc-novaseq | Plate_4_B5_22NG7YLT3_S314_L008_R2_001	111845.0	201477.0
qc | fastqc-novaseq | Plate_4_B6_22NG7YLT3_S386_L008_R1_001	6797.0	3750.0
qc | fastqc-novaseq | Plate_4_B6_22NG7YLT3_S386_L008_R2_001	6439.0	4108.0
qc | fastqc-novaseq | Plate_4_B7_22NG7YLT3_S458_L008_R1_001	86798.0	108211.0
qc | fastqc-novaseq | Plate_4_B7_22NG7YLT3_S458_L008_R2_001	103176.0	91833.0
qc | fastqc-novaseq | Plate_4_B8_22NG7YLT3_S525_L008_R1_001	78967.0	79189.0
qc | fastqc-novaseq | Plate_4_B8_22NG7YLT3_S525_L008_R2_001	92056.0	66100.0
qc | fastqc-novaseq | Plate_4_B9_22NG7YLT3_S589_L008_R1_001	161667.0	192148.0
qc | fastqc-novaseq | Plate_4_B9_22NG7YLT3_S589_L008_R2_001	196168.0	157647.0
qc | fastqc-novaseq | Plate_4_C10_22NG7YLT3_S654_L008_R1_001	101144.0	225425.0
qc | fastqc-novaseq | Plate_4_C10_22NG7YLT3_S654_L008_R2_001	108146.0	218423.0
qc | fastqc-novaseq | Plate_4_C11_22NG7YLT3_S718_L008_R1_001	324050.0	673555.0
qc | fastqc-novaseq | Plate_4_C11_22NG7YLT3_S718_L008_R2_001	496799.0	500806.0
qc | fastqc-novaseq | Plate_4_C12_22NG7YLT3_S782_L008_R1_001	533734.0	477718.0
qc | fastqc-novaseq | Plate_4_C12_22NG7YLT3_S782_L008_R2_001	597327.0	414125.0
qc | fastqc-novaseq | Plate_4_C1_22NG7YLT3_S27_L008_R1_001	100554.0	338053.0
qc | fastqc-novaseq | Plate_4_C1_22NG7YLT3_S27_L008_R2_001	132031.0	306576.0
qc | fastqc-novaseq | Plate_4_C2_22NG7YLT3_S99_L008_R1_001	105828.0	142281.0
qc | fastqc-novaseq | Plate_4_C2_22NG7YLT3_S99_L008_R2_001	119145.0	128964.0
qc | fastqc-novaseq | Plate_4_C3_22NG7YLT3_S171_L008_R1_001	105213.0	296165.0
qc | fastqc-novaseq | Plate_4_C3_22NG7YLT3_S171_L008_R2_001	129855.0	271523.0
qc | fastqc-novaseq | Plate_4_C4_22NG7YLT3_S243_L008_R1_001	306189.0	281095.0
qc | fastqc-novaseq | Plate_4_C4_22NG7YLT3_S243_L008_R2_001	331068.0	256216.0
qc | fastqc-novaseq | Plate_4_C5_22NG7YLT3_S315_L008_R1_001	144001.0	331843.0
qc | fastqc-novaseq | Plate_4_C5_22NG7YLT3_S315_L008_R2_001	181510.0	294334.0
qc | fastqc-novaseq | Plate_4_C6_22NG7YLT3_S387_L008_R1_001	245007.0	571034.0
qc | fastqc-novaseq | Plate_4_C6_22NG7YLT3_S387_L008_R2_001	347693.0	468348.0
qc | fastqc-novaseq | Plate_4_C7_22NG7YLT3_S459_L008_R1_001	86631.0	91860.0
qc | fastqc-novaseq | Plate_4_C7_22NG7YLT3_S459_L008_R2_001	102816.0	75675.0
qc | fastqc-novaseq | Plate_4_C8_22NG7YLT3_S526_L008_R1_001	3427.0	1230.0
qc | fastqc-novaseq | Plate_4_C8_22NG7YLT3_S526_L008_R2_001	3410.0	1247.0
qc | fastqc-novaseq | Plate_4_C9_22NG7YLT3_S590_L008_R1_001	92289.0	216259.0
qc | fastqc-novaseq | Plate_4_C9_22NG7YLT3_S590_L008_R2_001	103471.0	205077.0
qc | fastqc-novaseq | Plate_4_D10_22NG7YLT3_S655_L008_R1_001	3848.0	2027.0
qc | fastqc-novaseq | Plate_4_D10_22NG7YLT3_S655_L008_R2_001	3791.0	2084.0
qc | fastqc-novaseq | Plate_4_D11_22NG7YLT3_S719_L008_R1_001	254164.0	339233.0
qc | fastqc-novaseq | Plate_4_D11_22NG7YLT3_S719_L008_R2_001	305449.0	287948.0
qc | fastqc-novaseq | Plate_4_D12_22NG7YLT3_S783_L008_R1_001	233725.0	445739.0
qc | fastqc-novaseq | Plate_4_D12_22NG7YLT3_S783_L008_R2_001	296392.0	383072.0
qc | fastqc-novaseq | Plate_4_D1_22NG7YLT3_S28_L008_R1_001	207334.0	541616.0
qc | fastqc-novaseq | Plate_4_D1_22NG7YLT3_S28_L008_R2_001	294396.0	454554.0
qc | fastqc-novaseq | Plate_4_D2_22NG7YLT3_S100_L008_R1_001	2870.0	1328.0
qc | fastqc-novaseq | Plate_4_D2_22NG7YLT3_S100_L008_R2_001	2851.0	1347.0
qc | fastqc-novaseq | Plate_4_D3_22NG7YLT3_S172_L008_R1_001	5260.0	3375.0
qc | fastqc-novaseq | Plate_4_D3_22NG7YLT3_S172_L008_R2_001	5194.0	3441.0
qc | fastqc-novaseq | Plate_4_D4_22NG7YLT3_S244_L008_R1_001	6176.0	3890.0
qc | fastqc-novaseq | Plate_4_D4_22NG7YLT3_S244_L008_R2_001	6023.0	4043.0
qc | fastqc-novaseq | Plate_4_D5_22NG7YLT3_S316_L008_R1_001	4107.0	2513.0
qc | fastqc-novaseq | Plate_4_D5_22NG7YLT3_S316_L008_R2_001	4116.0	2504.0
qc | fastqc-novaseq | Plate_4_D6_22NG7YLT3_S388_L008_R1_001	209127.0	456773.0
qc | fastqc-novaseq | Plate_4_D6_22NG7YLT3_S388_L008_R2_001	282425.0	383475.0
qc | fastqc-novaseq | Plate_4_D7_22NG7YLT3_S460_L008_R1_001	2151.0	770.0
qc | fastqc-novaseq | Plate_4_D7_22NG7YLT3_S460_L008_R2_001	2168.0	753.0
qc | fastqc-novaseq | Plate_4_D8_22NG7YLT3_S527_L008_R1_001	2427.0	830.0
qc | fastqc-novaseq | Plate_4_D8_22NG7YLT3_S527_L008_R2_001	2429.0	828.0
qc | fastqc-novaseq | Plate_4_D9_22NG7YLT3_S591_L008_R1_001	4576.0	2626.0
qc | fastqc-novaseq | Plate_4_D9_22NG7YLT3_S591_L008_R2_001	4527.0	2675.0
qc | fastqc-novaseq | Plate_4_E10_22NG7YLT3_S656_L008_R1_001	134328.0	203591.0
qc | fastqc-novaseq | Plate_4_E10_22NG7YLT3_S656_L008_R2_001	167237.0	170682.0
qc | fastqc-novaseq | Plate_4_E11_22NG7YLT3_S720_L008_R1_001	303139.0	234788.0
qc | fastqc-novaseq | Plate_4_E11_22NG7YLT3_S720_L008_R2_001	322804.0	215123.0
qc | fastqc-novaseq | Plate_4_E12_22NG7YLT3_S784_L008_R1_001	325809.0	278132.0
qc | fastqc-novaseq | Plate_4_E12_22NG7YLT3_S784_L008_R2_001	340621.0	263320.0
qc | fastqc-novaseq | Plate_4_E1_22NG7YLT3_S29_L008_R1_001	242912.0	252855.0
qc | fastqc-novaseq | Plate_4_E1_22NG7YLT3_S29_L008_R2_001	271168.0	224599.0
qc | fastqc-novaseq | Plate_4_E2_22NG7YLT3_S101_L008_R1_001	79405.0	89784.0
qc | fastqc-novaseq | Plate_4_E2_22NG7YLT3_S101_L008_R2_001	91937.0	77252.0
qc | fastqc-novaseq | Plate_4_E3_22NG7YLT3_S173_L008_R1_001	154213.0	383455.0
qc | fastqc-novaseq | Plate_4_E3_22NG7YLT3_S173_L008_R2_001	204795.0	332873.0
qc | fastqc-novaseq | Plate_4_E4_22NG7YLT3_S245_L008_R1_001	172505.0	381473.0
qc | fastqc-novaseq | Plate_4_E4_22NG7YLT3_S245_L008_R2_001	205986.0	347992.0
qc | fastqc-novaseq | Plate_4_E5_22NG7YLT3_S317_L008_R1_001	4109.0	2244.0
qc | fastqc-novaseq | Plate_4_E5_22NG7YLT3_S317_L008_R2_001	4079.0	2274.0
qc | fastqc-novaseq | Plate_4_E6_22NG7YLT3_S389_L008_R1_001	123614.0	383196.0
qc | fastqc-novaseq | Plate_4_E6_22NG7YLT3_S389_L008_R2_001	153146.0	353664.0
qc | fastqc-novaseq | Plate_4_E7_22NG7YLT3_S461_L008_R1_001	87147.0	112304.0
qc | fastqc-novaseq | Plate_4_E7_22NG7YLT3_S461_L008_R2_001	99228.0	100223.0
qc | fastqc-novaseq | Plate_4_E8_22NG7YLT3_S528_L008_R1_001	120565.0	65051.0
qc | fastqc-novaseq | Plate_4_E8_22NG7YLT3_S528_L008_R2_001	122233.0	63383.0
qc | fastqc-novaseq | Plate_4_E9_22NG7YLT3_S592_L008_R1_001	245593.0	162715.0
qc | fastqc-novaseq | Plate_4_E9_22NG7YLT3_S592_L008_R2_001	260333.0	147975.0
qc | fastqc-novaseq | Plate_4_F10_22NG7YLT3_S657_L008_R1_001	126295.0	284719.0
qc | fastqc-novaseq | Plate_4_F10_22NG7YLT3_S657_L008_R2_001	162282.0	248732.0
qc | fastqc-novaseq | Plate_4_F11_22NG7YLT3_S721_L008_R1_001	185553.0	461630.0
qc | fastqc-novaseq | Plate_4_F11_22NG7YLT3_S721_L008_R2_001	252034.0	395149.0
qc | fastqc-novaseq | Plate_4_F12_22NG7YLT3_S785_L008_R1_001	251124.0	645291.0
qc | fastqc-novaseq | Plate_4_F12_22NG7YLT3_S785_L008_R2_001	388852.0	507563.0
qc | fastqc-novaseq | Plate_4_F1_22NG7YLT3_S30_L008_R1_001	293470.0	427168.0
qc | fastqc-novaseq | Plate_4_F1_22NG7YLT3_S30_L008_R2_001	367157.0	353481.0
qc | fastqc-novaseq | Plate_4_F2_22NG7YLT3_S102_L008_R1_001	165968.0	79203.0
qc | fastqc-novaseq | Plate_4_F2_22NG7YLT3_S102_L008_R2_001	170532.0	74639.0
qc | fastqc-novaseq | Plate_4_F3_22NG7YLT3_S174_L008_R1_001	155264.0	426253.0
qc | fastqc-novaseq | Plate_4_F3_22NG7YLT3_S174_L008_R2_001	205358.0	376159.0
qc | fastqc-novaseq | Plate_4_F4_22NG7YLT3_S246_L008_R1_001	129515.0	335114.0
qc | fastqc-novaseq | Plate_4_F4_22NG7YLT3_S246_L008_R2_001	147759.0	316870.0
qc | fastqc-novaseq | Plate_4_F5_22NG7YLT3_S318_L008_R1_001	158209.0	317808.0
qc | fastqc-novaseq | Plate_4_F5_22NG7YLT3_S318_L008_R2_001	187591.0	288426.0
qc | fastqc-novaseq | Plate_4_F6_22NG7YLT3_S390_L008_R1_001	104734.0	280500.0
qc | fastqc-novaseq | Plate_4_F6_22NG7YLT3_S390_L008_R2_001	128048.0	257186.0
qc | fastqc-novaseq | Plate_4_F7_22NG7YLT3_S462_L008_R1_001	3094.0	1298.0
qc | fastqc-novaseq | Plate_4_F7_22NG7YLT3_S462_L008_R2_001	3165.0	1227.0
qc | fastqc-novaseq | Plate_4_F8_22NG7YLT3_S529_L008_R1_001	106711.0	50856.0
qc | fastqc-novaseq | Plate_4_F8_22NG7YLT3_S529_L008_R2_001	109263.0	48304.0
qc | fastqc-novaseq | Plate_4_F9_22NG7YLT3_S593_L008_R1_001	74758.0	178423.0
qc | fastqc-novaseq | Plate_4_F9_22NG7YLT3_S593_L008_R2_001	83914.0	169267.0
qc | fastqc-novaseq | Plate_4_G10_22NG7YLT3_S658_L008_R1_001	68663.0	154235.0
qc | fastqc-novaseq | Plate_4_G10_22NG7YLT3_S658_L008_R2_001	79475.0	143423.0
qc | fastqc-novaseq | Plate_4_G11_22NG7YLT3_S722_L008_R1_001	294417.0	265001.0
qc | fastqc-novaseq | Plate_4_G11_22NG7YLT3_S722_L008_R2_001	314553.0	244865.0
qc | fastqc-novaseq | Plate_4_G12_22NG7YLT3_S786_L008_R1_001	185277.0	564258.0
qc | fastqc-novaseq | Plate_4_G12_22NG7YLT3_S786_L008_R2_001	263971.0	485564.0
qc | fastqc-novaseq | Plate_4_G1_22NG7YLT3_S31_L008_R1_001	238728.0	547038.0
qc | fastqc-novaseq | Plate_4_G1_22NG7YLT3_S31_L008_R2_001	348479.0	437287.0
qc | fastqc-novaseq | Plate_4_G2_22NG7YLT3_S103_L008_R1_001	86788.0	163940.0
qc | fastqc-novaseq | Plate_4_G2_22NG7YLT3_S103_L008_R2_001	102696.0	148032.0
qc | fastqc-novaseq | Plate_4_G3_22NG7YLT3_S175_L008_R1_001	167518.0	524326.0
qc | fastqc-novaseq | Plate_4_G3_22NG7YLT3_S175_L008_R2_001	250122.0	441722.0
qc | fastqc-novaseq | Plate_4_G4_22NG7YLT3_S247_L008_R1_001	219475.0	395430.0
qc | fastqc-novaseq | Plate_4_G4_22NG7YLT3_S247_L008_R2_001	286871.0	328034.0
qc | fastqc-novaseq | Plate_4_G5_22NG7YLT3_S319_L008_R1_001	139759.0	386493.0
